id,line,longitude,latitude,name
742,7호선,126.9199165,37.4999564,보라매
622,6호선,126.9135421,37.5492319,합정
743,7호선,126.9096316,37.5001373,신풍
623,6호선,126.9223054,37.5477659,상수
744,7호선,126.8967199,37.4928412,대림
624,6호선,126.9319509,37.5474807,광흥창
745,7호선,126.8872865,37.4861038,남구로
625,6호선,126.9424666,37.5476314,대흥
746,7호선,126.8826081,37.4803789,가산디지털단지
626,6호선,126.9519689,37.5435148,공덕
747,7호선,126.8682488,37.4761873,철산
627,6호선,126.9614375,37.5392738,효창공원앞
748,7호선,126.854892,37.4792859,광명사거리
628,6호선,126.9740193,37.5355916,삼각지
749,7호선,126.8387255,37.4867556,천왕
629,6호선,126.9868953,37.5345855,녹사평
1187,1호선,127.0519094,37.1956888,서동탄
1181,1호선,126.9483897,37.3433914,당정
11229,경강선,127.4903344,37.2604214,부발
11228,경강선,127.4420972,37.2642256,이천
750,7호선,126.8234649,37.4920594,온수
630,6호선,126.9945905,37.5345416,이태원
751,7호선,126.8109685,37.5062533,까치울
11109,수인분당선,126.9802893,37.2496683,고색
510,5호선,126.812818,37.5776046,방화
631,6호선,127.0018016,37.5398285,한강진
752,7호선,126.7975156,37.5054585,부천종합운동장
511,5호선,126.8068268,37.5724541,개화산
632,6호선,127.0071404,37.5481113,버티고개
753,7호선,126.7870747,37.503734,춘의
512,5호선,126.8012887,37.5624022,김포공항
633,6호선,127.010306,37.554173,약수
754,7호선,126.7759766,37.5030635,신중동
1299,경의중앙선,127.6289069,37.4768182,지평
513,5호선,126.8121294,37.5612014,송정
634,6호선,127.0137374,37.5601733,청구
755,7호선,126.7636191,37.5046828,부천시청
514,5호선,126.8249983,37.5602082,마곡
635,6호선,127.0161834,37.5660717,신당
756,7호선,126.7531611,37.5058045,상동
11221,경강선,127.1112198,37.3947359,판교
515,5호선,126.8377932,37.5585413,발산
636,6호선,127.0156713,37.5726026,동묘앞
757,7호선,126.7420134,37.5064955,삼산체육관
516,5호선,126.8363417,37.5487936,우장산
637,6호선,127.0153112,37.5793699,창신
758,7호선,126.7313494,37.5070215,굴포천
11223,경강선,127.2034615,37.4087369,삼동
517,5호선,126.8406735,37.5413356,화곡
638,6호선,127.0199429,37.5855334,보문
759,7호선,126.7212457,37.5074557,부평구청
11222,경강선,127.1272322,37.3947355,이매
518,5호선,126.8465326,37.5321009,까치산
639,6호선,127.0291549,37.5863023,안암
11225,경강선,127.3000099,37.3733942,초월
519,5호선,126.8561801,37.5249898,신정
11224,경강선,127.2533132,37.3989242,경기광주
11227,경강선,127.4052368,37.3155675,신둔도예촌
11226,경강선,127.3462002,37.3505293,곤지암
11230,경강선,127.5707764,37.2936379,세종대왕릉
11119,수인분당선,126.7663857,37.3379844,신길온천
760,7호선,126.7030344,37.5086488,산곡
11118,수인분당선,126.7880928,37.3273233,안산
640,6호선,127.0359257,37.5904028,고려대
761,7호선,126.6749204,37.5062981,석남
520,5호선,126.864538,37.5260971,목동
641,6호선,127.0415747,37.6019902,월곡
521,5호선,126.8751283,37.524547,오목교
642,6호선,127.0488824,37.6066054,상월곡
522,5호선,126.8862052,37.5256195,양평
643,6호선,127.056439,37.6105236,돌곶이
523,5호선,126.8953425,37.5242179,영등포구청
644,6호선,127.0662704,37.6148423,석계
524,5호선,126.9050557,37.5227351,영등포시장
645,6호선,127.0748596,37.6173652,태릉입구
525,5호선,126.9152253,37.5175662,신길
646,6호선,127.083978,37.619882,화랑대
11111,수인분당선,126.9089578,37.2500921,어천
405,4호선,127.2032481,37.719823,진접
526,5호선,126.9240786,37.5216246,여의도
647,6호선,127.0913317,37.6173718,봉화산
11231,경강선,127.6285832,37.2828819,여주
11110,수인분당선,126.964121,37.2434864,오목천
406,4호선,127.1910131,37.705191,오남
527,5호선,126.9330101,37.527131,여의나루
648,6호선,127.1045033,37.6123717,신내
11113,수인분당선,126.8571791,37.2909129,사리
528,5호선,126.9457992,37.539488,마포
11112,수인분당선,126.8840766,37.2611904,야목
408,4호선,127.1160531,37.667776,별내별가람
529,5호선,126.9514586,37.5445593,공덕
11115,수인분당선,126.8375964,37.3161041,중앙
409,4호선,127.0791285,37.6703413,당고개
11114,수인분당선,126.8531445,37.3102248,한대앞
11117,수인분당선,126.8052422,37.3210165,초지
11116,수인분당선,126.8222592,37.3168803,고잔
11328,우이신설선,127.0135351,37.6202664,솔샘
11327,우이신설선,127.0205069,37.6213406,삼양사거리
530,5호선,126.9567586,37.5535995,애오개
410,4호선,127.0733408,37.6607073,상계
531,5호선,126.9630028,37.5603459,충정로
11329,우이신설선,127.0081539,37.6122156,북한산보국문
411,4호선,127.0634132,37.6563653,노원
532,5호선,126.9666425,37.5658632,서대문
412,4호선,127.0479675,37.6532513,창동
533,5호선,126.9765025,37.5716645,광화문
413,4호선,127.0347017,37.6485878,쌍문
534,5호선,126.9903148,37.5725812,종로3가
414,4호선,127.0254732,37.637828,수유
535,5호선,126.9980778,37.5673828,을지로4가
415,4호선,127.0261186,37.6264529,미아
536,5호선,127.0056646,37.5646544,동대문역사문화공원
416,4호선,127.030097,37.6132608,미아사거리
537,5호선,127.0138936,37.5602139,청구
417,4호선,127.0249589,37.6032454,길음
538,5호선,127.0208979,37.5544061,신금호
11322,우이신설선,127.013278,37.6560475,솔밭공원
418,4호선,127.0165388,37.592709,성신여대입구
539,5호선,127.0296504,37.557412,행당
11321,우이신설선,127.0127977,37.6629089,북한산우이
419,4호선,127.0062053,37.5884819,한성대입구
11324,우이신설선,127.01681,37.6415589,가오리
11323,우이신설선,127.0136693,37.6495536,419민주묘지
11326,우이신설선,127.0181637,37.6269221,삼양
11325,우이신설선,127.0175118,37.6341179,화계
4001,공항철도,126.9697747,37.5537439,서울역
4002,공항철도,126.9518964,37.5424319,공덕
4003,공항철도,126.9266134,37.5577069,홍대입구
540,5호선,127.0372342,37.5618447,왕십리
420,4호선,127.0018932,37.58217,혜화
541,5호선,127.0429834,37.5661451,마장
421,4호선,127.0091161,37.5711345,동대문
542,5호선,127.0523621,37.5670913,답십리
422,4호선,127.0078233,37.5651518,동대문역사문화공원
543,5호선,127.0647056,37.5614737,장한평
423,4호선,126.994207,37.5612691,충무로
544,5호선,127.0794155,37.5571934,군자
424,4호선,126.9864651,37.5609721,명동
545,5호선,127.0896093,37.5520309,아차산
425,4호선,126.9785585,37.5587761,회현
546,5호선,127.1036243,37.5453403,광나루
426,4호선,126.9727132,37.5535145,서울역
547,5호선,127.1239046,37.5384863,천호
11331,우이신설선,127.016544,37.592412,성신여대입구
427,4호선,126.9721144,37.5445916,숙대입구
548,5호선,127.1323069,37.5359106,강동
11330,우이신설선,127.0134944,37.6026666,정릉
428,4호선,126.9729869,37.5345468,삼각지
549,5호선,127.1399996,37.5377779,길동
11333,우이신설선,127.0232133,37.576793,신설동
429,4호선,126.9679481,37.529241,신용산
11332,우이신설선,127.0195556,37.5850248,보문
20137,인천1호선,126.6349838,37.3928199,센트럴파크
20136,인천1호선,126.6394183,37.386209,인천대입구
20135,인천1호선,126.6454262,37.378017,지식정보단지
20134,인천1호선,126.6561887,37.3820787,테크노파크
4010,공항철도,126.4524614,37.4474699,인천공항1터미널
20133,인천1호선,126.6620847,37.3882047,캠퍼스타운
4011,공항철도,126.6246985,37.5564036,청라국제도시
20132,인천1호선,126.6736029,37.3981396,동막
4012,공항철도,126.5250848,37.5120812,영종
20131,인천1호선,126.680786,37.4047322,동춘
4013,공항철도,126.4333512,37.4688906,인천공항2터미널
20130,인천1호선,126.6878251,37.4123326,원인재
20139,인천1호선,126.6258733,37.4071408,송도달빛축제공원
20138,인천1호선,126.630119,37.4004344,국제업무지구
550,5호선,127.1429227,37.5455466,굽은다리
11427,서해선,126.8059211,37.38148,시흥시청
430,4호선,126.974396,37.5224265,이촌
551,5호선,127.1440282,37.5513453,명일
310,3호선,126.7474418,37.6761523,대화
431,4호선,126.980341,37.5029147,동작
552,5호선,127.1541262,37.5550561,고덕
11429,서해선,126.8094012,37.3489244,달미
311,3호선,126.7612443,37.6701481,주엽
432,4호선,126.982193,37.4868026,총신대입구(이수)
553,5호선,127.1659375,37.5566629,상일동
11428,서해선,126.8087339,37.3701572,시흥능곡
312,3호선,126.7732713,37.6597196,정발산
433,4호선,126.9816679,37.4767975,사당
554,5호선,127.1757101,37.557471,강일
313,3호선,126.7776556,37.6521938,마두
434,4호선,126.9891138,37.4642465,남태령
555,5호선,127.1929324,37.5631179,미사
314,3호선,126.788066,37.6430297,백석
435,4호선,127.0021081,37.451785,선바위
556,5호선,127.2038908,37.5520573,하남풍산
315,3호선,126.8110438,37.6316395,대곡
436,4호선,127.0077671,37.443959,경마공원
557,5호선,127.2063111,37.5419823,하남시청
316,3호선,126.8326335,37.6346429,화정
437,4호선,127.0065571,37.435724,대공원
558,5호선,127.2230997,37.5398272,하남검단산
4004,공항철도,126.8986603,37.5770602,디지털미디어시티
317,3호선,126.8429853,37.6532599,원당
438,4호선,126.9965421,37.432785,과천
4005,공항철도,126.8027309,37.5617405,김포공항
318,3호선,126.8958271,37.653276,삼송
439,4호선,126.9897781,37.426502,정부과천청사
4006,공항철도,126.7362988,37.5717656,계양
11421,서해선,126.7949645,37.4832808,소사
319,3호선,126.9137646,37.6481232,지축
4007,공항철도,126.6736627,37.5692527,검암
4008,공항철도,126.4937501,37.492824,운서
11423,서해선,126.7929771,37.450194,시흥대야
4009,공항철도,126.4775043,37.4590673,공항화물청사
11422,서해선,126.7972911,37.46848,소새울
11425,서해선,126.7878281,37.40968,신현
11424,서해선,126.786751,37.439035,신천
4020,공항철도,126.8274551,37.565599,마곡나루
440,4호선,126.9771101,37.401859,인덕원
320,3호선,126.9188488,37.6365904,구파발
441,4호선,126.9638983,37.3943456,평촌
321,3호선,126.9211924,37.619062,연신내
442,4호선,126.9507657,37.3897935,범계
201,2호선,126.975278,37.5635402,시청
322,3호선,126.9302369,37.6100758,불광
443,4호선,126.9435118,37.3723505,금정
202,2호선,126.9822413,37.5660349,을지로입구
323,3호선,126.9357799,37.6008786,녹번
444,4호선,126.9329866,37.3580316,산본
203,2호선,126.9910513,37.566288,을지로3가
324,3호선,126.9441135,37.5888028,홍제
445,4호선,126.9256222,37.3506088,수리산
204,2호선,126.9977332,37.5666212,을지로4가
325,3호선,126.9502761,37.582509,무악재
446,4호선,126.9169139,37.3280071,대야미
205,2호선,127.0089225,37.5656726,동대문역사문화공원
326,3호선,126.9578901,37.574434,독립문
447,4호선,126.9037869,37.3123686,반월
206,2호선,127.0194523,37.5656686,신당
327,3호선,126.9735674,37.5758787,경복궁
448,4호선,126.8666096,37.3028535,상록수
569,5호선,127.1362473,37.5276917,둔촌동
11430,서해선,126.8100031,37.334407,선부
207,2호선,127.0294629,37.5643212,상왕십리
328,3호선,126.9855101,37.576539,안국
449,4호선,126.8538834,37.3094844,한대앞
208,2호선,127.0372542,37.5612277,왕십리
329,3호선,126.9918423,37.5716572,종로3가
11432,서해선,126.7957181,37.313153,시우
209,2호선,127.0436383,37.5556316,한양대
11431,서해선,126.8080167,37.320001,초지
11433,서해선,126.7867872,37.3025729,원시
20115,인천1호선,126.7226228,37.5381803,경인교대입구
20236,인천2호선,126.7595937,37.4396638,운연
20114,인천1호선,126.7281452,37.5433016,계산
20235,인천2호선,126.7528261,37.4484981,인천대공원
20113,인천1호선,126.738672,37.5450986,임학
20234,인천2호선,126.7366655,37.448176,남동구청
20112,인천1호선,126.7449949,37.553537,박촌
20233,인천2호선,126.7317828,37.4549676,만수
20111,인천1호선,126.7424923,37.5666362,귤현
20232,인천2호선,126.7196193,37.4558728,모래내시장
20110,인천1호선,126.736411,37.5714532,계양
20231,인천2호선,126.7107966,37.4567527,석천사거리
20230,인천2호선,126.7011404,37.4568992,인천시청
20119,인천1호선,126.7222774,37.4984557,부평시장
20118,인천1호선,126.7205867,37.5084365,부평구청
570,5호선,127.1308466,37.5158827,올림픽공원
20117,인천1호선,126.7215587,37.5170688,갈산
450,4호선,126.8389741,37.3160361,중앙
571,5호선,127.1260023,37.5086169,방이
20116,인천1호선,126.7225326,37.530291,작전
330,3호선,126.992629,37.5663875,을지로3가
451,4호선,126.8234085,37.3168245,고잔
572,5호선,127.1276118,37.5023346,오금
210,2호선,127.0474048,37.5472059,뚝섬
331,3호선,126.9947283,37.5609968,충무로
452,4호선,126.8062464,37.3205511,초지
573,5호선,127.1350846,37.4979695,개롱
211,2호선,127.0559819,37.5445688,성수
332,3호선,127.005635,37.559078,동대입구
453,4호선,126.7892386,37.326801,안산
574,5호선,127.1437699,37.4933424,거여
212,2호선,127.0692761,37.5403719,건대입구
333,3호선,127.0110008,37.5543465,약수
454,4호선,126.767341,37.3374763,신길온천
575,5호선,127.1528062,37.4950271,마천
213,2호선,127.0861583,37.5371437,구의
334,3호선,127.0158006,37.5482794,금호
455,4호선,126.7433066,37.3516989,정왕
214,2호선,127.0946953,37.5350976,강변
335,3호선,127.0173742,37.5416086,옥수
456,4호선,126.7384503,37.3617848,오이도
215,2호선,127.103811,37.5206599,잠실나루
336,3호선,127.0285128,37.5263302,압구정
216,2호선,127.1001714,37.5133497,잠실
337,3호선,127.0204019,37.5164842,신사
217,2호선,127.0856011,37.5116235,잠실새내
338,3호선,127.0116295,37.512967,잠원
218,2호선,127.0736743,37.5110373,종합운동장
339,3호선,127.0049754,37.5049056,고속터미널
219,2호선,127.0631862,37.5088721,삼성
11520,김포골드라인,126.8026246,37.5622872,김포공항
20126,인천1호선,126.699675,37.4419043,인천터미널
20125,인천1호선,126.7010064,37.4492006,예술회관
20124,인천1호선,126.7022161,37.4576187,인천시청
20123,인천1호선,126.7079019,37.4669093,간석오거리
20122,인천1호선,126.7104676,37.4782817,부평삼거리
20121,인천1호선,126.718399,37.4854209,동수
20120,인천1호선,126.7234918,37.4904123,부평
20129,인천1호선,126.6940278,37.4180588,신연수
20128,인천1호선,126.6989247,37.427001,선학
340,3호선,127.0138201,37.4930313,교대
20127,인천1호선,126.6978121,37.434837,문학경기장
220,2호선,127.0492806,37.504585,선릉
341,3호선,127.0162878,37.4849169,남부터미널
100,1호선,127.0610492,37.9487472,소요산
221,2호선,127.0363766,37.5006431,역삼
342,3호선,127.034022,37.4845573,양재
101,1호선,127.0548497,37.9275741,동두천
222,2호선,127.027619,37.4979518,강남
343,3호선,127.0469211,37.4870378,매봉
102,1호선,127.0571632,37.9142651,보산
223,2호선,127.0143955,37.4939022,교대
344,3호선,127.0553491,37.4908923,도곡
103,1호선,127.0564208,37.901682,동두천중앙
224,2호선,127.0077018,37.4918518,서초
345,3호선,127.0634417,37.4945866,대치
104,1호선,127.0557513,37.8923698,지행
225,2호선,126.997667,37.4814956,방배
346,3호선,127.0716151,37.496712,학여울
105,1호선,127.0615286,37.8432232,덕정
226,2호선,126.9813633,37.4765746,사당
347,3호선,127.0795408,37.493608,대청
106,1호선,127.0567095,37.8187684,덕계
227,2호선,126.9634281,37.4771195,낙성대
348,3호선,127.0842251,37.484233,일원
107,1호선,127.0447222,37.7742902,양주
228,2호선,126.9527295,37.4812072,서울대입구
349,3호선,127.102153,37.487477,수서
108,1호선,127.0422889,37.7594386,녹양
229,2호선,126.9415857,37.4824773,봉천
350,3호선,127.1176925,37.4922197,가락시장
230,2호선,126.9296992,37.4842313,신림
351,3호선,127.1242116,37.495702,경찰병원
110,1호선,127.044272,37.7483704,가능
231,2호선,126.9133458,37.4875627,신대방
352,3호선,127.1288285,37.5026892,오금
111,1호선,127.0461031,37.7377829,의정부
232,2호선,126.9015943,37.4852148,구로디지털단지
112,1호선,127.0473391,37.7240454,회룡
233,2호선,126.8948904,37.4933931,대림
113,1호선,127.047364,37.7105024,망월사
234,2호선,126.8911141,37.5086564,신도림
114,1호선,127.046063,37.6895524,도봉산
235,2호선,126.8948029,37.5180068,문래
115,1호선,127.0454881,37.67912,도봉
236,2호선,126.8965645,37.525469,영등포구청
116,1호선,127.0443571,37.6674005,방학
237,2호선,126.9026823,37.5348752,당산
117,1호선,127.0479449,37.6527595,창동
238,2호선,126.9145231,37.5499346,합정
118,1호선,127.0514262,37.6446076,녹천
239,2호선,126.9240194,37.5570156,홍대입구
119,1호선,127.0588579,37.6331217,월계
1909,신분당선,127.0247661,37.503932,신논현
1908,신분당선,127.0216681,37.510404,논현
240,2호선,126.9368495,37.5551833,신촌
120,1호선,127.0617819,37.62368,광운대
241,2호선,126.9462596,37.5567836,이대
121,1호선,127.0656829,37.6150489,석계
242,2호선,126.956132,37.5573879,아현
122,1호선,127.0673912,37.6018093,신이문
243,2호선,126.9643319,37.5596923,충정로
123,1호선,127.0636088,37.5961565,외대앞
124,1호선,127.0578003,37.5896861,회기
125,1호선,127.0452708,37.5802055,청량리
126,1호선,127.0346952,37.5781798,제기동
127,1호선,127.0243812,37.5759889,신설동
128,1호선,127.0106727,37.5716881,동대문
129,1호선,127.0019483,37.5709993,종로5가
1907,신분당선,127.0195781,37.516021,신사
1919,신분당선,127.0803411,37.313557,성복
370,3호선,126.8731879,37.6507346,원흥
130,1호선,126.9921477,37.570436,종로3가
251,2호선,127.0508534,37.5621786,용답
131,1호선,126.983197,37.5701764,종각
252,2호선,127.0470955,37.5698004,신답
132,1호선,126.9771405,37.5653656,시청
253,2호선,127.0252716,37.5746144,신설동
1910,신분당선,127.0283576,37.4963731,강남
133,1호선,126.9723173,37.555946,서울역
254,2호선,127.0385474,37.5739644,용두
134,1호선,126.9713158,37.5406056,남영
135,1호선,126.9644282,37.5296794,용산
136,1호선,126.9416726,37.5140823,노량진
137,1호선,126.9264239,37.5134021,대방
138,1호선,126.9186529,37.5168369,신길
139,1호선,126.9076047,37.5158126,영등포
1918,신분당선,127.0948906,37.3226221,수지구청
1917,신분당선,127.1028451,37.337795,동천
1916,신분당선,127.1089129,37.3488461,미금
1915,신분당선,127.108455,37.3677228,정자
1914,신분당선,127.1111601,37.3947763,판교
1913,신분당선,127.0546971,37.4482647,청계산입구
1912,신분당선,127.038396,37.4699132,양재시민의숲
1911,신분당선,127.0348766,37.4835997,양재
1809,경춘선,127.0618605,37.6237828,광운대
140,1호선,126.8915617,37.5090107,신도림
261,2호선,126.8826425,37.5144737,도림천
141,1호선,126.8824085,37.5031569,구로
262,2호선,126.8656677,37.5123852,양천구청
142,1호선,126.8695903,37.4962607,구일
263,2호선,126.852868,37.5202337,신정네거리
143,1호선,126.8591569,37.4945462,개봉
264,2호선,126.8469288,37.5314047,까치산
1921,신분당선,127.051533,37.2885031,광교중앙
144,1호선,126.8447498,37.4944163,오류동
1920,신분당선,127.0693559,37.2978736,상현
145,1호선,126.8239577,37.4924185,온수
146,1호선,126.8119814,37.4852794,역곡
147,1호선,126.7957368,37.4827699,소사
148,1호선,126.7828035,37.4840866,부천
149,1호선,126.7642477,37.4867117,중동
1808,경춘선,127.0766605,37.5950255,중랑
1807,경춘선,127.0581826,37.5897923,회기
1806,경춘선,127.0487715,37.5811595,청량리
1922,신분당선,127.0441981,37.302087,광교
150,1호선,126.7528537,37.487646,송내
151,1호선,126.7407068,37.4884743,부개
152,1호선,126.7245174,37.4894813,부평
153,1호선,126.7069848,37.4831587,백운
154,1호선,126.702898,37.4708816,동암
1811,경춘선,127.0916503,37.5999462,망우
155,1호선,126.6934234,37.4647023,간석
1810,경춘선,127.0859789,37.5972545,상봉
156,1호선,126.6797087,37.4650741,주안
157,1호선,126.6686415,37.4661284,도화
158,1호선,126.657523,37.4668232,제물포
159,1호선,126.6426106,37.4687095,도원
1819,경춘선,127.2853933,37.6590109,천마산
1818,경춘선,127.2445494,37.6532218,평내호평
1817,경춘선,127.2076199,37.6373638,금곡
1816,경춘선,127.176858,37.6511518,사릉
1815,경춘선,127.1436414,37.648288,퇴계원
1814,경춘선,127.1274395,37.6422712,별내
1813,경춘선,127.1148218,37.6341427,갈매
1812,경춘선,127.1032491,37.6127859,신내
11150,수인분당선,126.745449,37.380008,달월
160,1호선,126.6326162,37.475431,동인천
161,1호선,126.6169577,37.4763766,인천
1701,에버라인,127.1167491,37.2754707,기흥
1822,경춘선,127.4266782,37.7355415,청평
1821,경춘선,127.3795092,37.6838659,대성리
1820,경춘선,127.3117893,37.6527993,마석
1709,에버라인,127.1902816,37.238068,명지대
1708,에버라인,127.1788391,37.2393998,시청용인대
1829,경춘선,127.723785,37.8640709,남춘천
1707,에버라인,127.1681063,37.2421434,삼가
1828,경춘선,127.714198,37.8183649,김유정
1706,에버라인,127.1594612,37.2608426,초당
1827,경춘선,127.6341726,37.8057443,강촌
1705,에버라인,127.1527207,37.2691123,동백
1826,경춘선,127.5891079,37.8308826,백양리
1704,에버라인,127.1437434,37.2749437,어정
1825,경춘선,127.5577551,37.8320883,굴봉산
1703,에버라인,127.1366128,37.2697106,지석
1824,경춘선,127.5107313,37.8145184,가평
1702,에버라인,127.1260071,37.2701968,강남대
1823,경춘선,127.4544338,37.7700396,상천
11120,수인분당선,126.7422567,37.3519972,정왕
172,1호선,126.882559,37.4816348,가산디지털단지
173,1호선,126.8893964,37.4661067,독산
174,1호선,126.8940088,37.4556516,금천구청
175,1호선,126.9022515,37.4351714,석수
176,1호선,126.9084945,37.4195895,관악
1712,에버라인,127.2142222,37.2446942,고진
11009,의정부경전철,127.0637847,37.7488688,새말
177,1호선,126.9226534,37.4019344,안양
1711,에버라인,127.2090662,37.2378989,운동장송담대
11008,의정부경전철,127.0569791,37.7452685,동오
11129,수인분당선,126.6547039,37.4299506,송도
178,1호선,126.9355901,37.3844429,명학
